Content,*,Body,JSON,Metadata
Content,*,Body,JSON,By-Reference
Content,*,Body,JSON,MD+BR
Content,*,Body,Binary,Binary File
Content,*,Body,Binary,Packaged Content
Content,*,Body,Binary,File Segment
Upload Type,*,Direct Deposit,,
Upload Type,*,Segmented Upload Initialisation,,
Upload Type,*,File Segment Upload,,
